user_id,name,age,email,address,device_type,listening_time,subscription_type,subscription_category
1038,Dalton Brennan,59,cmcconnell@example.org,"09145 Isabella Camp, Freemanstad, FM 72814",Mobile,3842,Premium,Monthly
1039,Leslie Hull,62,adominguez@example.net,"15296 Jordan Vista, Lake Shawn, AZ 23229",Mobile,1161,Family,3 Month
1040,Jennifer Morton,70,andrew49@example.net,"1810 Tanner Summit, Robertashire, MP 02520",Mobile,7909,Premium,3 Month
1041,Maria Taylor,44,melissahernandez@example.com,"7439 Erika Mill, Lake Jocelynborough, PA 36437",Desktop,6351,Family,Monthly
1042,Maria Johnson,40,kfletcher@example.com,"71974 Emily Branch Apt. 773, Stevenchester, MS 43819",Tablet,4723,Free,3 Month
1043,Johnny Trujillo,44,pgarcia@example.net,"180 Rodriguez Parks, Buckchester, KS 41415",Tablet,7476,Free,Monthly
1044,Emily Ross,44,robertsjennifer@example.net,"477 Wright Port Apt. 570, Jasmineville, SD 24369",Mobile,2279,Premium,Monthly
1045,Jennifer Peters,21,elizabeth76@example.com,"3063 Lauren Light, North John, ME 40575",Mobile,870,Free,Monthly
1046,Hannah Ford,30,adamcobb@example.net,"968 Long Ridges, Tracyberg, IN 02220",Desktop,8537,Family,Yearly
1047,Christina Cherry,44,petersenkeith@example.net,"52596 Ryan Run, Blacktown, IN 56633",Mobile,9752,Family,3 Month
1048,Shannon Manning,66,lwilkinson@example.org,"93820 Angelica Inlet Suite 770, Ayalaville, RI 52465",Desktop,5715,Premium,Yearly
1049,Susan Lloyd,44,lammisty@example.net,"270 David Shoal Apt. 960, Lake Manuel, PR 50338",Mobile,7432,Premium,Yearly
1050,Lisa Castillo,44,rioscarol@example.org,"20385 Ramirez Fords, East Michaelport, OH 25487",Mobile,4670,Premium,Yearly
1051,Anthony Fox,44,vkim@example.com,"89356 Angela Key Suite 866, Port Sherryview, HI 05717",Tablet,2097,Premium,Yearly
1052,Tyler Lopez,21,johnsonthomas@example.net,"366 Pamela Crossroad Suite 654, Brownton, GA 84454",Mobile,6231,Premium,Monthly
1053,Shawn Guzman,36,gshaw@example.net,"1486 Elizabeth Squares Apt. 731, New Elizabethhaven, HI 01676",Mobile,4516,Family,Yearly
1054,Jerry Warner,65,salasrobert@example.org,"54032 Mahoney Highway, Port Jamie, FL 48724",Tablet,1677,Free,3 Month
1055,Edward Washington,58,rreid@example.com,"276 Hendricks Isle, North Brittanyborough, CA 51997",Desktop,1454,Premium,Yearly
1056,James Dominguez,38,uweaver@example.com,"83101 Henry Overpass, Danahaven, WV 62003",Desktop,3447,Free,Yearly
1057,William Travis,55,daniel92@example.net,"016 David Fork Suite 972, Davisland, LA 68272",Tablet,2431,Free,Monthly
1058,Jessica Cooper,47,chelseagonzalez@example.net,"7669 Brown Tunnel, East Monica, AZ 66969",Tablet,7260,Family,Monthly
1059,Louis Avila,44,cristian24@example.com,"9730 Katrina Junction, Lynchstad, NV 34694",Desktop,9306,Premium,Monthly
1060,Rebecca Marshall,35,rspencer@example.com,"30641 Dustin Court, West Julieville, CT 96554",Mobile,8784,Free,Yearly
1061,Justin Solomon,20,ronniecaldwell@example.net,"6810 Jensen Spur, Davismouth, MO 25578",Desktop,2027,Family,Monthly
1062,John Hayes,46,pwalker@example.com,Not Provided,Desktop,6322,Premium,3 Month
1063,Tammy Carney,26,vincent31@example.com,"9608 Melissa View Suite 310, Cunninghamfurt, KS 19093",Desktop,8877,Premium,Yearly
1064,Dawn Greene,69,brendalewis@example.net,"5389 Sara Loop Suite 487, Loveland, VT 74247",Mobile,7328,Family,3 Month
1065,Jason Martinez,62,kelsey43@example.org,"5512 Kevin Orchard, Langside, WI 80406",Mobile,9528,Premium,Yearly
1066,Shawn Castro,44,karlamorris@example.com,"3246 Rodney Fort, Fordberg, GA 25286",Mobile,9175,Family,Yearly
1067,George Robinson,44,jennifer11@example.org,"997 Leslie Mountain, South Courtney, MI 56719",Mobile,5491,Premium,Yearly
1068,Eric Benson,35,bennettmichael@example.net,"2852 Gabriela Turnpike Suite 023, Christopherland, IA 69780",Tablet,2913,Family,3 Month
1069,Kristin Cooley,34,robinvasquez@example.org,"4378 Carlos Locks, East Nathan, SC 51194",Desktop,6138,Premium,Yearly
1070,Katie Burns,44,spencermanning@example.com,"716 Walsh Meadows, Lisachester, FM 47474",Mobile,2294,Premium,Yearly
1071,Gary Ramsey,33,johnstonkenneth@example.org,"PSC 1985, Box 9252, APO AE 79086",Desktop,9635,Premium,Yearly
1072,Sharon Wong,21,maciasrodney@example.com,"62021 Melissa Views, Salinasland, MD 06656",Mobile,4702,Premium,Yearly
1073,Sarah Higgins,18,sheltonalyssa@example.net,"224 Richardson Ford Apt. 413, Evansmouth, WI 09405",Tablet,6960,Premium,Monthly
1074,Eric Ward,44,icobb@example.com,"76079 Martin Ford, Ericaburgh, HI 83233",Desktop,5996,Free,Monthly
1075,Ian Carlson,44,mark50@example.net,"87947 Stokes Circle, West Lisastad, ND 64712",Mobile,9467,Family,Monthly
1076,Jessica Knight,31,stanleynicholas@example.net,"6821 Young Fall, Scottbury, MP 81834",Mobile,3753,Premium,Yearly
1077,Matthew Brown,44,xrodriguez@example.org,"PSC 8290, Box 0945, APO AP 70477",Desktop,8846,Free,3 Month
1078,Kelly Smith,44,hornsheila@example.org,"692 Savage Cove, Hinesfort, HI 23347",Tablet,7028,Family,Yearly
1079,Justin Beck,69,epugh@example.org,"924 Brian Keys Apt. 528, Allenburgh, MA 87809",Desktop,6728,Free,3 Month
1080,Erin Castillo,44,jeffreyrogers@example.net,"751 Jessica Mountain Suite 075, Port Anthonyfort, RI 62516",Mobile,903,Family,3 Month
1081,Richard Martin,44,lisajoyce@example.com,"57185 Acevedo Light, Lake Hunterbury, DC 95891",Mobile,1235,Premium,Yearly
1082,Jeffrey Gordon,44,sarazimmerman@example.org,"710 Courtney Groves, Samanthaside, MT 62137",Desktop,2241,Free,Yearly
1083,Andrew Hernandez,44,jennifer50@example.com,"79144 Michael Lodge Suite 584, North Deborahton, NH 16155",Desktop,853,Premium,Yearly
1084,Joyce Andrews,35,glasslindsay@example.com,"9576 Cohen Loaf Apt. 218, Lake Clifford, GA 76077",Desktop,9259,Family,Yearly
1085,Christian Franco,59,margaretwalker@example.com,"61349 Kirk Harbors Suite 620, Port Robert, SD 71825",Mobile,5369,Premium,Monthly
1086,Raymond Sellers,44,scottkatelyn@example.org,"PSC 2896, Box 7399, APO AA 66061",Desktop,6634,Free,3 Month
1087,Jonathon Gregory,57,heathertaylor@example.net,"09656 Robert Corners Apt. 849, Lake Lorettabury, WY 88887",Desktop,2835,Premium,3 Month
1088,Jennifer Dean,68,pettyamy@example.org,"512 Colin Lodge Apt. 665, Timothymouth, VA 69850",Desktop,305,Free,3 Month
1089,David Castillo,30,reyesdylan@example.net,"65002 Davis Mall, Burkeburgh, CT 24960",Desktop,4449,Premium,3 Month
1090,Jerry Hunter,44,grahamlauren@example.net,"43012 Megan Spur, Jillianview, MD 13006",Tablet,7078,Family,3 Month
1091,Nathaniel Curry,44,vferguson@example.org,"094 Davis Wells, Craigburgh, ID 66387",Mobile,3688,Premium,Monthly
1092,Matthew Mcdowell,39,jennifer13@example.org,"6041 Justin Crossroad Apt. 125, South Adam, MS 34946",Desktop,9401,Free,Yearly
1093,Michelle Steele,60,michelle30@example.com,"182 Neal Ranch Suite 614, Hallland, RI 51122",Tablet,4782,Family,3 Month
1094,Kevin Rojas,29,kristenadams@example.com,"345 Massey Light, East Tina, ME 52546",Mobile,2672,Premium,Monthly
1095,Sandra Santos,34,vhopkins@example.com,"89107 Paul Turnpike Apt. 450, West Jameschester, AR 50017",Mobile,9193,Premium,Yearly
1096,Scott Rivera,44,david61@example.com,"848 Rosario Extension, Jeffreyport, MH 03745",Tablet,8281,Premium,3 Month
1097,Travis Castillo,44,cheryl14@example.com,"650 Kimberly Gardens Suite 664, Lake Kathyfurt, OK 37358",Tablet,9053,Family,Yearly
1098,Teresa Baker,44,david10@example.com,"48434 Adam Rapids, New Stevenberg, PA 97088",Mobile,8490,Free,Monthly
1099,Daniel Green,44,meganbruce@example.com,"6542 Martin Plains Suite 463, West Kylechester, AS 86545",Tablet,4436,Free,3 Month
1100,Maria Perez MD,60,robertbanks@example.com,"473 Jessica Falls, New Sarah, TX 80317",Desktop,1246,Family,3 Month
1101,Melissa Mcpherson,31,sanderschristopher@example.org,"5502 Ashley Lake Apt. 668, Colleenfurt, MP 83395",Desktop,6031,Free,Monthly
1102,James Moore,20,cherrybeverly@example.com,"2526 David Roads, West Patrickstad, WI 37257",Mobile,5792,Free,3 Month
1103,Edward Kemp,44,henryjennifer@example.net,"407 Chad Islands, South Samantha, MP 24862",Desktop,2894,Free,3 Month
1104,Anna Berry,44,jacobcrawford@example.net,"52632 Christine Ranch Suite 771, West Zachary, MP 67714",Tablet,3636,Family,Yearly
1105,William Larson,60,elizabeth44@example.org,"09959 Meghan Fields Suite 723, Lake Benjamin, OK 63974",Desktop,4909,Premium,Monthly
1106,Darren Barr,52,philip18@example.com,"281 Dougherty Points, Michelemouth, MN 08080",Desktop,8776,Premium,3 Month
1107,Brenda Bishop,44,scottramos@example.net,"1123 Paula Estates Apt. 767, Lake Austin, AL 82418",Tablet,6423,Family,Monthly
1108,Natasha Frye,44,tony78@example.net,"244 Bray Lock Apt. 256, Lake Beverly, AR 30698",Desktop,1397,Free,Monthly
1109,Jeffery Kennedy Jr.,61,wesley65@example.com,"2375 Morse Cliffs Suite 908, West Staceyton, MP 86369",Desktop,9434,Free,Yearly
1110,Jose Johnson,41,brentfox@example.com,"228 Charles Loaf Suite 048, South Bethanyfort, PW 78161",Mobile,6202,Premium,Yearly
1111,Mariah Harris,44,devongross@example.org,"69290 Tonya Terrace, East Jessicaberg, FM 08825",Desktop,467,Premium,3 Month
1112,Stephen Torres,70,yoderernest@example.com,"91517 Shaw Mall, West Deborahberg, DE 28953",Desktop,4133,Premium,Monthly
1113,Clarence Acosta,44,brownjames@example.net,"USNS Estrada, FPO AA 20062",Desktop,8240,Free,Yearly
1114,Kathleen Murphy PhD,55,vparker@example.org,"82102 Nash Hills, North James, AL 78965",Mobile,1375,Free,Monthly
1115,John Mora,65,littlenicholas@example.org,"2101 Macdonald Creek, Allisonshire, IA 21516",Desktop,5649,Family,Yearly
1116,Michele Webb,69,dmurray@example.org,"042 Shea Alley Suite 573, Port Scottport, ND 71209",Mobile,9648,Family,Monthly
1117,Megan Pineda,39,jonathonwagner@example.org,"060 Brooke Path, Weberchester, RI 21507",Mobile,2599,Premium,3 Month
1118,Laura Barnett,44,moralesanna@example.com,"22988 Baker Greens Suite 250, Taylorfurt, MA 23109",Mobile,8852,Free,Yearly
1119,Samuel Lawson,28,markscott@example.net,"33596 Bates Locks Suite 763, Kellyton, IL 35325",Desktop,2245,Premium,Yearly
1120,John Clayton,44,jillianunderwood@example.org,"Unit 3489 Box 0984, DPO AP 86064",Mobile,1928,Family,3 Month
1121,Brandon Gomez,34,johncharles@example.com,"0681 Hernandez Terrace Suite 803, Abigailmouth, KY 29955",Mobile,6293,Family,3 Month
1122,Jeffrey Blair,44,kevin31@example.net,"4868 Cole Canyon Suite 580, Robertberg, KS 23257",Mobile,6710,Premium,Yearly
1123,Ryan Lynn,66,evelynparker@example.org,"45807 Marcus Plain, West Johnmouth, MT 78392",Desktop,1620,Premium,Yearly
1124,Tiffany Howe,22,smithkelly@example.net,"886 Whitaker Forest Apt. 382, New Michaelshire, PA 59030",Desktop,8574,Premium,3 Month
1125,Julia Avery,44,zford@example.net,"61130 Scott Roads, Mariebury, VI 28346",Mobile,8046,Premium,Yearly
1126,Scott Kennedy,62,myersrichard@example.net,"88229 Walsh Locks Apt. 336, Ryanfurt, RI 05331",Desktop,9393,Family,Monthly
1127,Randy Sanchez,44,lewisjoel@example.org,"44752 Reynolds Course, Campbellberg, AL 22141",Desktop,7902,Premium,3 Month
1128,Chris Stanton,25,williamsjonathan@example.org,"64482 Wright Locks, Lewischester, AK 86351",Mobile,1169,Premium,Yearly
1129,Deanna Smith,44,qstevenson@example.com,"3355 Newton Fork Apt. 073, Kyleland, VT 21416",Tablet,7976,Free,Yearly
1130,Denise Eaton,58,danasantos@example.net,"353 Kathleen Squares Apt. 431, Jamesside, NE 30672",Tablet,9373,Premium,Monthly
1131,Jamie Glenn,69,uhayes@example.org,"98584 Simpson Loop, Port Alyssaborough, WI 09689",Desktop,5139,Premium,3 Month
1132,David Daniels,61,catherinegarcia@example.net,"972 Christina Canyon, Port Teresa, OR 81416",Desktop,7630,Premium,3 Month
1133,Matthew Yoder,44,jaredcampos@example.net,"6856 Abigail Burgs Apt. 341, North Ryan, TX 44781",Tablet,5676,Free,3 Month
1134,Peter Brown,65,campbelledward@example.org,"2963 Megan Mountain, Rebekahfurt, LA 02482",Mobile,2793,Free,3 Month
1135,Andrea Cook,44,christopherthomas@example.net,"5594 Tammy Mission, Jessicashire, AZ 98249",Desktop,8983,Premium,Yearly
1136,Christopher Edwards,27,miguel44@example.net,"231 House Isle, Smithfurt, MN 90140",Mobile,5213,Free,3 Month
1137,Laura Bullock,44,kevinwhite@example.com,"03131 May Haven, Port Ashleyview, MO 99602",Tablet,5201,Premium,Yearly
1138,Sherry Shelton,44,gmorris@example.com,"4461 Ann Plains Suite 204, Lake Kaylee, VA 78691",Mobile,5712,Premium,3 Month
1139,Margaret Melton,44,heather15@example.net,"251 Emily Center Suite 606, Lake Kendra, FM 99785",Desktop,7136,Premium,3 Month
1140,Ryan Horn,44,johnbullock@example.com,"09489 Woods Mission Apt. 806, North Charles, ID 43144",Mobile,1636,Premium,Yearly
1141,Steven Gray,44,uavery@example.org,"57224 Kenneth Brooks Apt. 204, Port Jeremy, FM 56671",Desktop,8889,Premium,Yearly
1142,Victor French,38,patriciacarter@example.org,"USS Mccullough, FPO AP 08901",Mobile,7121,Premium,Yearly
1143,Crystal Cardenas,41,richard34@example.net,"0955 Ochoa Wall, Richardtown, AR 15029",Desktop,1726,Premium,Yearly
1144,Alexis Gray,19,pharris@example.org,"511 Diaz Road Suite 254, Patriciaport, SD 16738",Mobile,4163,Family,3 Month
1145,Richard Hunter,44,brandon31@example.net,"185 Hernandez Falls Apt. 211, East Virginia, WY 02163",Desktop,2721,Family,Monthly
1146,Joshua Holloway,44,ashea@example.org,"6784 William Lodge, West Corey, MN 89013",Mobile,3817,Free,Monthly
1147,Jimmy Williams,23,qmathis@example.org,"42284 Sharon Union, Danielbury, AK 58593",Desktop,9219,Premium,Yearly
1148,Andrew Jenkins,53,elizabethlee@example.org,"5638 Stephen Radial, Patrickfort, UT 85262",Desktop,2472,Premium,Monthly
1149,Matthew Rodriguez,19,mcknightamber@example.net,"155 Brown Crescent Apt. 291, Cynthiafurt, CT 05845",Desktop,240,Premium,3 Month
1150,Darren Nguyen,39,michael85@example.net,"85079 Young Junctions, Millerview, PR 62146",Mobile,1212,Premium,Yearly
1151,Gary Sanders,23,sararobertson@example.org,"967 Rivera Fort, Rogersburgh, IA 12284",Tablet,8251,Premium,Yearly
1152,Scott Gilmore,66,smithtravis@example.org,"Unit 6872 Box 1522, DPO AE 81535",Mobile,1703,Free,3 Month
1153,Jack Vance,44,rmartinez@example.net,"5774 Lowery Mountains, West Stacy, MI 39977",Tablet,4749,Premium,3 Month
1154,Jessica Obrien,45,tracyquinn@example.net,"061 Romero Plains Suite 072, Nguyentown, MI 48778",Tablet,9491,Premium,3 Month
1155,Melissa Monroe,44,chad91@example.net,"729 Ramirez Crossing, South Karlhaven, FL 93230",Tablet,4250,Premium,3 Month
1156,Derrick Casey,44,dawsonwilliam@example.org,"2247 Michael Heights, Port Elizabeth, HI 99687",Mobile,3420,Family,Monthly
1157,Rebecca Galvan,44,mitchellbrown@example.com,"14674 Dale Burg, Johnstad, MO 28558",Mobile,3853,Premium,Monthly
1158,Mark Lopez,44,jenniferthompson@example.org,"3079 Lisa Cape Apt. 168, Reyesbury, WV 57469",Tablet,1023,Family,Yearly
1159,Anne Bryan,50,abigail22@example.org,"3167 Amy Underpass, Sharonberg, NM 77628",Mobile,6103,Family,3 Month
1160,Jon Wilson,31,rachel09@example.net,"660 Taylor Squares, Jenniferland, ND 44395",Desktop,572,Family,Yearly
1161,Melissa Clark,44,joneschase@example.org,"87318 Frank Ferry Apt. 718, South Amanda, MP 66989",Mobile,8147,Free,Monthly
1162,Gerald Fisher,65,skent@example.net,"98419 Garcia Forge, Johnhaven, AK 74623",Mobile,3815,Premium,3 Month
1163,Lynn Martinez,44,amandadyer@example.net,"908 Bruce Inlet Apt. 493, Hamiltonburgh, LA 27101",Mobile,5596,Premium,Monthly
1164,Maria Ramos,18,josephkatherine@example.com,"095 Ashley Route Apt. 728, Haasport, WI 03467",Desktop,9415,Free,3 Month
1165,Juan Fletcher,40,thomasnguyen@example.net,"USNS Hayes, FPO AE 35880",Desktop,3786,Premium,Monthly
1166,Daniel Bennett,44,nlawrence@example.com,"Unit 2299 Box 5702, DPO AE 25111",Mobile,8790,Family,3 Month
1167,Clarence Green,44,jwagner@example.org,"26237 James Mall, Alexanderfurt, UT 90356",Desktop,1720,Premium,Yearly
1168,James Burton,51,kimberlyrusso@example.net,"79412 Ramirez Corners, New Anna, AR 46574",Mobile,5768,Family,Monthly
1169,Veronica Young,47,brayanna@example.com,"2049 John View, West Jesusborough, AS 92288",Desktop,7805,Free,Monthly
1170,Aaron Stevens,44,vjackson@example.com,"26680 Rachel Mount Suite 732, East Danaside, MH 60601",Tablet,9303,Premium,Monthly
1171,Sharon Mills,26,melissabutler@example.com,"9962 Randall Oval, Smithstad, HI 86465",Mobile,9320,Family,Yearly
1172,Gabrielle Bell,44,markmiller@example.org,"060 Crawford Hills Apt. 222, Smithmouth, CT 96149",Mobile,7627,Free,Monthly
1173,Andrew Adams,44,benjaminhicks@example.net,"06502 Hill Well Apt. 531, Staffordport, NC 40537",Desktop,3909,Free,3 Month
1174,Theresa Blackwell,41,carriereed@example.net,"75428 Gabriella Fords Suite 688, Saraland, SC 30845",Desktop,4495,Free,3 Month
1175,Rebecca Turner,44,johnstonjanet@example.com,"60898 Gray Hills Apt. 265, West Jamesside, AK 10926",Tablet,3574,Family,Yearly
1176,Amanda Allen,27,qblackwell@example.org,"243 Christy Meadows Apt. 108, North Alexa, HI 30600",Tablet,9626,Premium,Yearly
1177,Willie Flores,44,pinedajeffrey@example.net,"4993 Samantha Pike, East Jenniferborough, NC 00819",Mobile,6600,Premium,Monthly
1178,Randy Sparks,44,diana33@example.net,"945 Oneal Pass, Clarkville, AL 14519",Desktop,9254,Premium,Yearly
1179,Laura Ramirez,41,batesamanda@example.net,"617 Bill Court, Melissatown, AL 41828",Mobile,4701,Premium,Yearly
1180,Lisa Chandler,20,mblackburn@example.com,"0542 Richmond Viaduct Suite 896, Leslieport, NE 25772",Desktop,903,Free,Monthly
1181,Mark Cohen MD,44,mcgeestephanie@example.net,"10827 Brendan Walks Apt. 255, Port Anthony, MI 05096",Desktop,8033,Free,Yearly
1182,Hannah Adams,44,kellyburns@example.net,"PSC 5686, Box 1303, APO AE 51572",Mobile,2284,Premium,Yearly
1183,Madison Sandoval,44,nalvarado@example.com,"57312 Fields View, Port Lindsay, NH 79789",Mobile,9253,Family,Monthly
1184,Renee Long,26,smithmichael@example.org,"56995 Gina Overpass Suite 090, Leslieton, TX 37654",Tablet,7887,Premium,Monthly
1185,Martin Mitchell,36,william92@example.net,"392 Holland Hill, Donnashire, NE 46340",Desktop,1060,Premium,Monthly
1186,Victoria Weber,44,vpowell@example.com,"6305 Tammy Estate Suite 737, South Frank, WY 52130",Mobile,8577,Premium,3 Month
1187,Ashley Walker,66,bryan@example.com,"6095 Ashley Pass, Sullivanshire, MA 45331",Desktop,6445,Premium,Yearly
1188,Meghan Oneal,44,gainesjoshua@example.com,"197 Joy Fields, Port Christopherton, NH 51510",Desktop,2733,Premium,Yearly
1189,Evan Thomas,70,vgeorge@example.com,"1818 Walker Stream, Port Jamesburgh, PW 42920",Tablet,9816,Premium,Yearly
1190,Laura Rose,58,mcdanielangel@example.net,"021 Mitchell Greens Suite 515, Port Kevin, MP 61647",Desktop,6376,Family,3 Month
1191,Jon Watkins,64,paige49@example.net,"548 Williams Burgs Apt. 245, Greeneborough, MA 03766",Tablet,6528,Free,3 Month
1192,Philip Gomez,44,mooretina@example.com,"810 Jonathan Course Apt. 403, North Brianfurt, PA 35651",Mobile,3779,Premium,3 Month
1193,Helen Berry,59,turnermichael@example.net,"9319 Carter Ridge, North Joannatown, DC 56995",Desktop,6141,Premium,Monthly
1194,Nancy Cohen,38,dsanchez@example.org,"62994 Katherine Spur, South Keithstad, MA 20139",Desktop,2301,Free,Monthly
1195,Roger Morton,44,kcastro@example.net,"65468 Daniel Cove Suite 406, Lake Virginia, NM 72179",Tablet,1326,Premium,3 Month
1196,Danielle Carpenter,44,vfrey@example.net,"1480 Cynthia Lights, Lake Mariachester, RI 42273",Desktop,6898,Free,3 Month
1197,Anthony Arnold,44,olsoncolton@example.com,"94207 Kevin Field, West Timothystad, NE 06075",Desktop,4864,Premium,3 Month
1198,James Brown,44,stephaniedavis@example.com,"67872 Kelly Cliff, South Ronaldbury, MS 80605",Tablet,183,Free,Monthly
1199,Trevor Sandoval,44,kathleenmiller@example.com,"596 Shannon Views Apt. 912, South Brandonchester, SD 20315",Mobile,6159,Premium,Monthly
1200,Michael Russo,46,ogonzalez@example.net,"8665 Jennifer Roads Suite 056, Lake Jessicafurt, CT 61301",Desktop,4807,Free,Monthly
1201,Angel Martinez,20,martineznatalie@example.org,"86647 Smith Springs, Stokesborough, OR 74355",Desktop,5746,Family,Monthly
1202,Christopher Fuller,20,carrstanley@example.com,"3269 Kayla Circle Suite 456, Laurentown, AS 17935",Mobile,9510,Premium,Yearly
1203,Kevin Rojas,44,angelagill@example.com,"69512 Morris Hill Suite 450, Janicehaven, TN 98449",Desktop,1278,Premium,Monthly
1204,Michael Wilson,44,briannacohen@example.net,"159 Mendoza Villages, Rushborough, OR 46945",Desktop,1465,Premium,3 Month
1205,Brooke Madden,44,millermichael@example.net,"31904 Austin Plaza, West Joyce, CT 39791",Desktop,5723,Premium,3 Month
1206,Dawn Hoover,66,yjackson@example.net,"10284 Jamie Port, Donnabury, DC 31710",Mobile,5988,Premium,Yearly
1207,Anthony Washington,44,christopher80@example.org,"2050 Dickerson Island Suite 702, Edwardberg, MN 57134",Mobile,3057,Free,3 Month
1208,Jason Burch,44,simmonschristopher@example.com,"4221 Alex Parks, Madisonchester, CO 60995",Mobile,3390,Free,Yearly
1209,Natalie Oconnell,37,marshalljordan@example.org,"70324 Casey Oval Suite 782, Gregoryland, TN 66787",Desktop,1103,Premium,3 Month
1210,Michael Sandoval,54,michael77@example.com,"23217 Kathryn Junction Suite 592, North Tonya, SD 06598",Tablet,7748,Premium,Yearly
1211,Anita Odom,44,arnoldemma@example.com,"035 Johnson Stravenue Apt. 163, Olsenfort, OK 88297",Desktop,4117,Premium,Monthly
1212,John Walters,44,meganvargas@example.com,"475 Katherine Terrace, North Jamesbury, GU 22243",Mobile,7308,Premium,Monthly
1213,Lauren Richardson,44,mbrown@example.com,"76020 Acevedo Locks Apt. 564, South Amandaburgh, NM 47105",Desktop,1538,Family,Monthly
1214,Jessica Miller,18,bondamy@example.org,"2302 Taylor Station, Theresafurt, IA 81108",Desktop,2581,Premium,3 Month
1215,Kelsey Jenkins,44,christy59@example.net,"832 Steele Valley Apt. 881, West Davidfort, PA 90045",Mobile,1224,Family,Yearly
1216,Sarah Ayala,44,iwest@example.com,"9163 Andrea Rest, New Elizabethshire, NM 54420",Mobile,9757,Premium,Yearly
1217,Brandon Peterson,44,russell07@example.org,"933 Margaret Common, Williamsstad, GA 02016",Desktop,3188,Free,Monthly
1218,Jason Jones,29,hwhite@example.com,"3750 Johnson Brook, West Kristenmouth, MO 22408",Desktop,6187,Family,Monthly
1219,Breanna Stanley,42,duffykathleen@example.net,"637 Jessica Extension Suite 203, West Michellehaven, GA 91724",Desktop,5321,Premium,Yearly
1220,Christina Palmer,44,emily94@example.com,"36520 Mckenzie Glen, Lake Andrewside, AK 98964",Mobile,9580,Free,Yearly
1221,Caitlin Harris,44,fwhite@example.com,"273 Nelson Islands, Snydermouth, IA 78212",Desktop,1913,Premium,Monthly
1222,Donald Barnett,36,mhansen@example.org,"33003 Oliver Brooks Apt. 495, Lake Nicholas, OR 54688",Mobile,5054,Family,Monthly
1223,Jennifer Hall,44,smithangela@example.net,"7510 Sandra Prairie Suite 077, West Jamesville, NE 32165",Mobile,1020,Free,3 Month
1224,Kenneth Charles,44,tsimpson@example.net,"700 Cohen Fort, Port Walterton, WI 56203",Mobile,8502,Premium,Monthly
1225,Kelly Johnson,20,johnsonheather@example.org,"47180 Cummings Creek, South Danielle, NM 48087",Desktop,2794,Premium,3 Month
1226,Paul Miller,44,michael86@example.net,"81811 Larry Extension Apt. 257, Brooksburgh, FM 91022",Desktop,4925,Premium,3 Month
1227,Herbert Carpenter,69,steven85@example.net,"5791 Hayes View, North Rubenland, PW 24289",Mobile,470,Premium,3 Month
1228,John Benitez,44,thomaskimberly@example.org,"04429 Ramirez Vista, West Lindafort, MH 36605",Desktop,1474,Free,Yearly
1229,Theresa Osborn,68,danieljimenez@example.net,"4269 Nguyen Rue Apt. 275, West Jennifer, NV 68744",Desktop,3828,Premium,Yearly
1230,Jenna Lucero,50,xcampbell@example.net,"026 James Dale Apt. 357, Ianshire, AL 34170",Desktop,5213,Premium,3 Month
1231,Linda Pruitt,60,amberjohnson@example.net,"64647 Hunter Keys Apt. 519, Klineview, ME 13775",Mobile,6199,Free,Yearly
1232,Wayne Roberson,44,dianemiller@example.org,"864 Hicks Corners Suite 836, Lake Stephenfurt, OK 10894",Mobile,9506,Family,Yearly
1233,Cheryl Frank,30,mckenzie67@example.com,"4610 Cheryl Villages, East Dennis, OR 82964",Desktop,2696,Premium,3 Month
1234,Valerie Bailey,37,robertsalazar@example.org,"944 Hendricks Pines Suite 821, Marychester, IA 13527",Desktop,8428,Premium,Yearly
1235,Rachel Li,58,ianwheeler@example.com,"Unit 7370 Box 3897, DPO AA 76141",Mobile,892,Free,Monthly
1236,Peter Jackson,44,iowen@example.com,"1652 Alexis Walks, Lake Nicholasview, GU 64632",Mobile,1909,Premium,Monthly
1237,Laura Martinez,44,angelamontgomery@example.org,"86605 Jordan Corner Suite 548, Christopherberg, SD 84974",Mobile,2608,Family,3 Month
1238,Steven Perkins,50,dianagutierrez@example.org,"268 Conner Centers Apt. 913, Hughesport, NV 13116",Desktop,2759,Premium,Yearly
1239,Robert Johnson,54,anna94@example.org,"656 Lawrence Orchard Suite 854, Mcphersontown, VA 16671",Desktop,4945,Free,Yearly
1240,Tommy Richmond,44,donna90@example.com,"622 Hickman Radial, Katherinechester, TX 74148",Desktop,5830,Free,Yearly
1241,Kelsey Kelley,44,johnrocha@example.org,"659 Jefferson Pines Suite 150, South Kenneth, WY 48179",Desktop,1776,Free,Yearly
1242,Brittany Holder,44,moralesjacob@example.net,"790 Holland Crescent, South Cheyenne, VT 29030",Mobile,1951,Premium,3 Month
1243,Jonathon Diaz,18,jmanning@example.com,"9806 Rivera Camp Apt. 670, East Lynnhaven, MN 74698",Mobile,3002,Premium,3 Month
1244,Mary Ryan,26,allisonburton@example.org,"652 Johnson Glen Apt. 229, Stevenside, OK 10858",Mobile,6974,Family,3 Month
1245,Daniel Wright,44,umcknight@example.com,"Unit 6595 Box 4484, DPO AP 36178",Mobile,4916,Free,Monthly
1246,Suzanne Cooley,44,qfigueroa@example.com,"133 Hurst Overpass, Port Kimberly, VT 69708",Tablet,9462,Family,Monthly
1247,Margaret Erickson,44,brandon14@example.net,"55955 Tanya Trail Apt. 065, West Alexis, FL 96363",Mobile,2909,Premium,3 Month
